id,rle_mask
d809054e30,
d80d8067d8,2 58 103 59 203 61 305 61 405 62 507 61 608 61 709 61 810 60 911 60 1012 60 1113 60 1214 59 1316 58 1418 57 1519 56 1621 54 1722 53 1824 52 1925 52 2027 51 2128 51 2230 50 2332 49 2433 49 2535 48 2637 47 2738 47 2840 46 2941 47 3043 46 3145 45 3247 45 3349 44 3450 44 3552 43 3654 42 3755 42 3857 41 3958 41 4060 40 4162 39 4263 39 4364 38 4465 38 4567 38 4668 38 4769 38 4870 39 4971 39 5073 38 5174 39 5276 38 5377 38 5479 37 5581 36 5682 37 5783 37 5884 37 5986 36 6087 36 6188 36 6289 36 6390 36 6491 36 6592 36 6694 35 6795 35 6896 35 6997 35 7098 35 7199 35 7301 34 7402 34 7503 33 7604 33 7705 32 7806 32 7907 31 8008 31 8110 29 8211 28 8312 28 8414 26 8516 24 8617 23 8719 21 8821 19 8922 19 9024 17 9126 15 9229 12 9333 7
d80d9c1445,
d811dea143,
d81265587a,
d81b111a52,
d81b53a8c1,
d81f668af4,29 73 130 73 231 73 332 73 434 72 535 72 637 71 738 71 840 70 941 70 1043 69 1145 68 1246 68 1348 67 1449 67 1551 66 1652 66 1754 65 1855 65 1957 64 2058 64 2159 64 2260 64 2361 64 2462 64 2563 64 2664 64 2765 64 2867 63 2968 63 3069 63 3170 63 3271 63 3372 63 3473 63 3575 62 3677 61 3779 60 3881 59 3982 59 4085 57 4187 56 4289 55 4391 54 4493 53 4595 52 4697 51 4799 50 4902 48 5004 47 5106 46 5208 45 5310 44 5413 42 5514 42 5616 41 5718 40 5820 39 5922 38 6023 38 6125 37 6226 37 6328 36 6429 36 6530 36 6632 35 6734 34 6835 34 6937 33 7039 32 7141 31 7242 31 7344 30 7446 29 7547 29 7648 29 7749 29 7850 29 7951 29 8052 29 8153 29 8254 29 8356 28 8457 28 8558 28 8659 28 8760 28 8861 28 8961 29 9062 29 9163 29 9263 30 9364 30 9464 31 9564 32 9665 32 9765 33 9866 33 9966 34 10067 34 10169 33
d81f6c3432,1 6587 6603 83 6709 71 6812 65 6916 54 6971 2 7023 48 7132 40 7248 8 7265 8 7368 3
d81f87949c,6649 8 6748 13 6848 16 6949 17 7049 19 7150 20 7251 22 7352 22 7453 22 7554 22 7655 22 7756 22 7857 22 7958 22 8059 22 8161 21 8262 21 8363 21 8464 21 8565 21 8666 21 8768 20 8869 20 8970 20 9072 19 9173 19 9275 18 9376 18 9478 17 9579 17 9680 17 9782 16 9883 16 9984 16 10086 15 10188 14
d8200d88b1,1 89 102 90 203 91 304 92 405 93 506 94 607 94 708 94 809 94 910 95 1011 95 1112 95 1213 95 1314 95 1415 94 1516 93 1617 91 1718 83 1804 2 1819 79 1920 77 2021 76 2122 76 2223 77 2324 77 2425 77 2526 78 2627 78 2728 79 2829 80 2930 81 3031 84 3132 90 3233 94 3334 96 3435 98 3536 99 3637 1918 5556 100 5657 99 5758 98 5859 97 5960 97 6061 96 6162 95 6264 93 6369 88 6474 83 6577 79 6679 77 6781 75 6884 71 6986 68 7088 63 7191 58 7293 54 7395 50 7497 47 7598 45 7700 42 7801 41 7902 39 8003 39 8104 38 8205 38 8306 37 8407 37 8508 36 8609 35 8710 34 8811 33 8911 32 9011 31 9111 31 9210 32 9309 33 9408 34 9507 34 9608 33 9709 32 9810 31 9910 31 10011 31 10112 30
d827064439,
d82b7bc89b,
d82ec932ab,97 5 197 6 298 6 399 6 500 6 601 6 702 6 803 6 905 5 1006 5 1107 5 1208 5 1310 4 1411 4 1513 3 1615 2 1717 1 3433 1 3534 2 3634 3 3735 3 3835 4 3936 4 4036 5 4137 5 4237 6 4338 6 4438 7 4539 7 4639 8 4739 9 4840 9 4940 10 5039 12 5138 14 5237 16 5334 20 5432 23 5531 25 5631 26 5730 28 5829 30 5928 32 6027 34 6127 35 6226 37 6326 38 6427 38 6528 38 6629 38 6730 38 6832 37 6934 36 7035 36 7136 36 7237 36 7338 36 7439 36 7539 37 7640 37 7741 37 7841 38 7942 38 8042 39 8143 39 8243 40 8344 40 8444 41 8545 41 8646 41 8748 40 8849 40 8949 41 9050 41 9151 41 9252 41 9354 40 9455 40 9556 40 9658 39 9759 39 9861 38 9962 38 10063 38 10166 36
d830c44d12,
d832b3d757,
d835d3e6f3,7485 4 7582 14 7681 18 7781 21 7881 23 7981 25 8082 26 8182 28 8283 28 8384 29 8485 30 8586 31 8687 32 8788 32 8889 33 8990 34 9092 33 9193 34 9296 32 9399 31 9503 28 9606 27 9708 25 9811 23 9913 22 10014 22 10116 20
d83d9f26b8,1012 5 1112 9 1213 11 1314 13 1415 16 1516 19 1617 23 1718 28 1819 31 1920 35 2021 37 2122 40 2223 42 2324 44 2425 46 2526 49 2627 51 2728 52 2829 54 2930 57 3031 61 3132 75 3233 80 3334 83 3435 85 3536 87 3637 90 3738 98 3839 100 3940 6262
d83fe9fa7a,
d8448c2a06,
d84535e5f6,1 96 102 97 203 97 304 96 405 96 506 95 607 94 708 94 809 93 910 92 1011 91 1112 90 1213 89 1314 88 1415 88 1516 87 1617 86 1718 85 1819 85 1920 84 2021 84 2122 83 2223 82 2324 80 2425 77 2526 74 2627 67 2728 65 2829 63 2930 61 3031 60 3132 59 3233 59 3334 58 3435 57 3536 56 3637 54 3738 52 3839 50 3940 44 4041 40 4142 36 4243 32 4344 30 4445 28 4546 25 4647 23 4750 1 4752 17 4861 5
d84b3632d2,
d84c0443ef,
d84d285b26,1 83 102 84 203 85 304 87 405 92 502 9700
d84e84d367,
d84ed53d33,
d84f620e57,36 21 136 21 239 19 344 13 447 12 552 8
d853da3c22,1 1919 1922 99 2024 98 2127 96 2230 94 2332 93 2436 90 2539 88 2643 85 2746 83 2851 79 2956 75 3061 71 3165 68 3269 65 3373 62 3476 60 3578 59 3681 57 3785 54 3888 52 3990 51 4094 48 4197 46 4301 43 4404 41 4506 40 4609 38 4711 37 4813 36 4915 35 5017 34 5119 33 5220 33 5321 33 5423 32 5524 32 5625 32 5726 32 5827 32 5928 32 6029 32 6130 32 6231 32 6332 32 6433 32 6534 32 6635 32 6736 32 6837 32 6939 31 7040 31 7141 31 7243 30 7345 29 7447 28 7550 26 7653 24 7756 22 7858 21 7960 20 8061 20 8163 19 8265 18 8367 17 8469 16 8571 15 8672 15 8774 14 8876 13 8978 12 9080 11 9182 10 9283 10 9386 8 9487 8 9589 7 9690 7 9792 6 9893 6 9994 6 10096 5 10198 4
d859e715d4,1 8986 8990 89 9091 85 9192 82 9293 78 9394 74 9495 69 9596 61 9697 58 9798 57 9899 55 10000 53 10101 52
d864cf03a1,2358 4 2458 8 2557 13 2657 15 2757 18 2858 20 2958 21 3058 23 3158 25 3258 27 3358 29 3459 29 3560 30 3660 31 3761 30 3862 30 3962 31 4063 30 4164 30 4265 30 4366 31 4467 31 4568 31 4669 31 4770 31 4871 29 4972 28 5074 27 5175 27 5276 26 5377 26 5479 24 5581 21 5683 17 5785 14 5887 12 5987 12 6088 11 6189 5 6195 5 6292 2 6298 3 6399 2 6602 2 6703 2 6796 5 6803 4 6896 12 6996 13 7097 13 7198 13 7298 14 7398 15 7497 16 7597 18 7697 19 7797 20 7897 20 7998 20 8098 20 8199 19 8299 19 8400 18 8500 18 8601 18 8703 17 8804 17 8905 17 8991 4 9005 18 9091 5 9105 19 9192 5 9201 24 9293 5 9300 25 9394 32 9495 32 9596 32 9697 32 9798 31 9899 31 10000 31 10101 30
d86ca1254a,1934 10 2030 18 2127 23 2226 26 2326 28 2426 31 2526 33 2595 25 2627 36 2682 43 2728 100 2829 2423 5253 96 5354 78 5455 75 5556 72 5657 68 5758 63 5859 51 5960 48 6061 44 6162 38 6263 36 6364 34 6465 30 6566 27 6667 25 6768 24 6869 22 6970 21 7071 20 7172 20 7273 20 7374 20 7475 19 7576 19 7677 18 7778 17 7879 16 7980 14 8081 13 8182 12 8283 10 8384 8 8485 7 8586 8 8687 9 8788 11 8889 12 8990 13 9091 14 9192 16 9293 17 9394 18 9495 18 9596 19 9697 19 9798 19 9899 19 10000 20 10101 19
d86dc56bdc,1 33 102 34 203 34 304 33 405 34 506 33 607 33 708 33 809 33 910 33 1011 32 1112 32 1213 32 1314 32 1415 32 1516 32 1617 32 1718 32 1819 32 1920 32 2021 31 2122 31 2223 31 2324 31 2425 31 2526 31 2627 31 2728 30 2829 30 2930 30 3031 29 3132 29 3233 29 3334 28 3435 28 3536 28 3637 27 3738 27 3839 26 3940 26 4041 25 4142 25 4243 24 4344 24 4445 23 4546 23 4647 22 4748 22 4849 21 4950 21 5051 20 5152 20 5253 20 5354 20 5455 19 5556 19 5657 19 5758 19 5859 19 5960 19 6061 19 6162 19 6263 19 6364 19 6465 19 6566 19 6667 19 6768 19 6869 18 6970 18 7071 17 7172 16 7273 14 7374 13 7475 12 7576 12 7677 11 7778 11 7879 10 7980 10 8081 9 8182 9 8283 8 8384 8 8485 8 8586 7 8687 6 8788 6 8889 3 8992 1
d879349c6e,
d87bfe2c9a,
d87eca88a6,
d8807e8abf,
d884aa82ab,
d88eaf77d3,33 69 134 69 234 70 335 70 437 69 538 69 639 69 740 69 841 69 942 69 1043 69 1144 69 1244 70 1345 70 1446 70 1547 70 1648 70 1750 69 1851 69 1952 69 2053 69 2154 69 2255 69 2355 70 2456 70 2558 69 2659 69 2760 69 2861 69 2962 69 3063 69 3164 69 3265 69 3366 69 3467 69 3568 69 3669 69 3769 70 3870 70 3970 71 4071 71 4171 72 4272 72 4373 72 4473 73 4573 74 4674 74 4774 75 4875 75 4976 75 5077 75 5178 75 5279 75 5380 75 5481 75 5582 75 5683 75 5784 75 5885 75 5986 75 6087 75 6188 75 6289 75 6390 75 6491 75 6592 75 6693 75 6793 76 6894 76 6995 76 7095 77 7196 77 7296 78 7397 78 7498 78 7598 79 7699 79 7800 79 7900 80 8001 80 8102 80 8204 79 8305 79 8405 80 8506 80 8607 80 8708 80 8809 80 8911 79 9012 79 9113 79 9215 78 9316 78 9418 77 9519 77 9621 76 9722 76 9823 76 9924 76 10025 76 10126 76
d89124eac2,
d89411d9d1,
d8993ae908,
d89c8c4e3b,9392 1 9492 3 9593 3 9694 3 9795 3 9896 3 9998 1
d8a4c11479,51 51 150 53 250 54 350 55 450 56 550 57 650 58 751 58 851 59 952 59 1053 59 1153 60 1254 60 1355 60 1455 61 1556 61 1656 62 1757 62 1857 63 1958 63 2058 64 2159 64 2259 65 2360 65 2460 66 2561 66 2661 67 2762 67 2862 68 2963 68 3063 69 3163 70 3263 71 3363 72 3463 73 3563 74 3664 74 3764 75 3865 75 3965 76 4066 76 4167 76 4268 76 4369 76 4471 75 4572 75 4673 75 4775 74 4877 73 4979 72 5082 70 5185 68 5288 66 5391 64 5494 62 5596 61 5699 59 5801 58 5903 57 6005 56 6106 56 6207 56 6308 56 6408 57 6508 58 6608 59 6709 59 6809 60 6910 60 7010 61 7111 61 7212 61 7313 61 7414 61 7515 61 7616 61 7717 61 7818 61 7920 60 8021 60 8122 60 8224 59 8326 58 8427 58 8530 56 8632 55 8734 54 8837 52 8941 49 9045 46 9153 39 9257 36 9360 34 9463 32 9565 31 9667 30 9769 29 9871 28 9973 27 10074 27 10176 26
d8ad9966ba,
d8af997922,2827 1 2925 5 3025 6 3125 7 3226 7 3325 9 3424 11 3521 15 3616 21 3712 26 3811 28 3910 30 4010 31 4110 32 4211 32 4312 32 4412 33 4513 33 4614 33 4715 33 4816 33 4918 32 5019 32 5121 31 5222 31 5324 30 5426 29 5528 28 5630 27 5732 26 5833 26 5935 25 6036 25 6138 24 6239 24 6341 23 6443 22 6545 21 6647 20 6749 19 6851 18 6953 17 7054 17 7156 16 7258 15 7361 13 7463 12 7566 10 7668 9 7771 7 7872 7 7974 6 8075 6 8176 6 8278 5 8380 4 8483 2
d8b065d0eb,4039 1 4137 5 4233 10 4330 14 4425 20 4517 29 4609 38 4707 41 4804 45 4902 48 5000 51 5099 53 5198 55 5296 58 5395 60 5495 61 5595 62 5696 62 5797 62 5897 63 5998 63 6098 64 6199 64 6298 66 6398 67 6498 68 6598 69 6698 70 6797 72 6897 73 6997 74 7097 75 7197 76 7297 77 7397 78 7498 78 7597 80 7697 81 7796 83 7896 84 7995 86 8095 87 8194 89 8294 90 8393 92 8492 94 8592 95 8692 96 8792 97 8892 98 8991 1211
d8b24dc645,
d8b5e842cf,
d8b68009d5,
d8b8dacc7e,1 4760 4769 80 4873 77 4976 75 5081 71 5186 67 5296 58 5399 56 5503 52 5606 48 5714 28 5822 9
d8bf9761f8,7678 2 7778 5 7879 6 7980 7 8081 8 8182 10 8283 11 8384 13 8485 15 8586 18 8687 20 8788 23 8889 26 8990 29 9091 31 9192 33 9293 35 9394 37 9495 39 9596 41 9697 42 9798 42 9899 43 10000 43 10101 43
d8c00f1f19,1 56 102 57 203 57 304 58 405 58 506 58 607 58 708 58 809 58 910 58 1011 58 1112 58 1213 58 1314 58 1415 58 1516 58 1617 58 1718 58 1819 58 1920 58 2021 58 2122 58 2223 58 2324 58 2425 57 2526 57 2627 56 2728 56 2829 55 2930 55 3031 54 3132 53 3233 53 3334 52 3435 51 3536 51 3637 50 3738 50 3839 50 3940 50 4041 49 4142 50 4243 50 4344 51 4445 52 4546 54 4647 56 4748 57 4849 59 4950 61 5051 62 5152 64 5253 66 5354 68 5455 69 5556 70 5657 71 5758 73 5859 75 5960 76 6061 77 6162 78 6263 78 6364 77 6465 76 6566 76 6667 75 6768 74 6869 71 6970 69 7071 67 7172 66 7273 65 7374 63 7475 62 7576 61 7677 60 7778 58 7879 58 7980 57 8081 57 8182 57 8283 57 8384 57 8485 57 8586 57 8687 55 8788 34 8827 15 8889 29 8990 25 9092 5 9106 2
d8c4b4d618,1 3636 3640 98 3747 92 3855 85 3971 70 4079 63 4189 54 4315 6 4322 22 4438 5
d8ca3bb8c8,3619 17 3708 30 3802 37 3895 45 3984 57 4079 63 4175 68 4274 70 4373 72 4473 73 4573 74 4673 75 4774 75 4875 75 4977 74 5079 73 5181 72 5283 71 5386 69 5488 68 5591 66 5693 65 5794 65 5896 64 5999 62 6103 59 6207 56 6310 54 6413 52 6516 50 6618 49 6720 48 6822 47 6923 47 7024 47 7125 47 7226 47 7327 47 7428 47 7528 48 7629 48 7729 49 7830 49 7930 50 8031 50 8132 50 8233 50 8334 50 8435 50 8537 49 8639 48 8742 46 8844 45 8947 43 9050 41 9152 40 9255 38 9358 36 9460 35 9561 35 9663 34 9764 34 9865 34 9967 33 10069 32 10170 32
d8d1ff3d49,
d8d207d58f,752 17 850 24 934 7 946 31 1032 49 1130 55 1228 60 1327 64 1426 68 1525 72 1624 76 1723 81 1822 86 1921 96 2021 100 2122 707 2830 100 2933 98 3035 97 3134 1917 5052 100 5156 97 5259 95 5361 94 5463 93 5564 93 5665 93 5766 93 5866 94 5966 95 6067 95 6167 96 6268 96 6368 97 6469 97 6569 98 6670 98 6771 98 6872 98 6974 97 7075 97 7177 96 7278 96 7380 95 7482 94 7584 93 7685 93 7786 93 7887 93 7987 94 8088 94 8188 95 8287 97 8387 98 8486 1716
d8d5895a6f,
d8d7a8ab4d,3936 2 4033 8 4131 11 4229 14 4326 18 4424 21 4520 26 4618 29 4716 32 4814 35 4912 38 5009 42 5102 50 5192 61 5289 65 5387 68 5484 72 5571 3 5580 77 5661 97 5759 4443
d8da34b265,3026 3 3122 10 3213 20 3307 27 3402 33 3497 39 3593 44 3688 50 3784 55 3882 58 3980 61 4080 62 4180 63 4281 63 4382 63 4482 64 4583 64 4684 64 4784 65 4885 65 4986 65 5086 66 5186 67 5286 68 5386 69 5484 72 5583 74 5682 76 5782 77 5881 79 5981 80 6080 82 6180 83 6280 84 6381 84 6481 85 6581 86 6680 88 6780 89 6879 91 6978 93 7077 95 7177 96 7274 2928
d8dcf9f0be,
d8e410e039,
d8e549f16a,
d8e57f29b6,1 35 102 37 203 37 304 37 405 38 506 38 607 38 708 38 809 39 910 39 1011 39 1112 39 1213 39 1314 39 1415 39 1516 39 1617 40 1718 40 1819 42 1920 44 2021 46 2122 49 2223 52 2324 55 2425 56 2526 57 2627 58 2728 59 2829 60 2930 61 3031 61 3132 62 3233 63 3334 65 3435 66 3536 67 3637 67 3738 68 3839 68 3940 69 4041 69 4142 69 4243 70 4344 70 4445 70 4546 70 4647 71 4748 71 4849 71 4950 71 5051 71 5152 70 5253 70 5354 70 5455 70 5556 69 5657 69 5758 68 5859 68 5960 67 6061 65 6162 62 6263 61 6364 59 6465 58 6566 57 6667 56 6768 55 6869 54 6970 52 7071 49 7172 47 7273 45 7374 44 7475 42 7576 41 7677 39 7778 37 7879 36 7980 34 8081 32 8182 30 8283 29 8384 27 8485 26 8587 24 8689 20 8791 18 8892 17 8994 14 9096 12 9197 12 9298 11 9400 1 9403 7 9501 1 9503 8 9601 10 9703 8 9804 5
d8e7f62b4e,
d8e9f9d7e4,
d8ea97b26c,
d8edb39aa3,1 707 710 99 815 95 924 8 937 74 1047 65 1155 58 1263 51 1373 42 1481 35 1585 32 1696 22 1801 18 1905 15 2008 13 2112 10 2216 7 2321 2 4442 1 4540 6 4639 8 4738 10 4837 12 4935 15 5029 22 5126 26 5217 36 5311 43 5407 48 5503 53 5599 58 5693 65 5789 70 5885 75 5983 78 6079 83 6176 87 6273 91 6368 97 6466 3736
d8eefce4ca,
d8f44271c2,3833 1 3933 3 4033 4 4133 6 4232 11 4332 12 4431 14 4531 15 4632 15 4732 16 4833 16 4919 4 4933 17 5019 7 5032 19 5120 32 5219 34 5319 35 5419 36 5519 37 5620 37 5721 37 5822 37 5924 36 6025 36 6127 5 6133 29 6228 5 6235 28 6330 4 6336 28 6433 1 6438 27 6540 26 6647 20 6749 19 6854 15 6956 14 7057 14 7158 14 7259 14 7360 14 7461 14 7561 15 7661 16 7760 18 7859 20 7960 20 8060 21 8160 22 8260 23 8360 24 8460 25 8560 26 8659 28 8759 29 8859 30 8960 30 9061 30 9162 30 9263 30 9364 30 9465 30 9566 30 9666 31 9767 30 9870 28 9972 27 10073 27 10175 24
d8f465c713,6057 4 6157 5 6257 6 6357 7 6456 9 6554 12 6652 15 6752 16 6852 17 6952 18 7052 19 7152 20 7252 21 7352 22 7453 22 7553 23 7654 23 7755 23 7855 24 7956 24 8057 24 8158 24 8259 24 8361 23 8462 23 8563 23 8664 23 8766 22 8867 22 8968 22 9069 22 9170 22 9271 22 9371 23 9472 23 9573 23 9674 23 9775 23 9876 23 9977 23 10078 23 10180 22
d8fa1cbf13,
d8fa7027a9,
d905ab6a67,1 4543 4546 91 4647 87 4748 85 4849 82 4950 77 5051 73 5152 71 5253 68 5354 66 5455 64 5556 63 5657 61 5758 60 5859 60 5960 59 6061 57 6162 55 6263 53 6364 50 6465 47 6566 45 6667 42 6768 41 6869 36 6970 32 7071 25 7172 17 7275 1 7281 2
d9076d4917,1 6464 6466 100 6569 98 6671 97 6773 96 6876 94 6979 92 7081 91 7184 89 7286 88 7388 87 7490 86 7592 85 7694 84 7796 83 7898 82 7999 82 8101 81 8202 81 8304 80 8405 80 8506 80 8607 80 8708 80 8809 80 8910 80 9011 80 9113 79 9215 78 9317 77 9419 76 9521 75 9623 74 9725 73 9827 72 9928 72 10030 71 10133 69
d90e533ce3,
d910edd2e7,42 60 143 60 243 61 344 61 446 60 547 60 649 59 751 58 853 57 955 56 1057 55 1159 54 1261 53 1363 52 1465 51 1566 51 1668 50 1770 49 1871 49 1973 48 2074 48 2176 47 2277 47 2379 46 2481 45 2582 45 2684 44 2785 44 2887 43 2988 43 3089 43 3190 43 3292 42 3393 42 3494 42 3595 42 3697 41 3798 41 3899 41 4001 40 4102 40 4204 39 4305 39 4406 39 4508 38 4609 38 4710 38 4812 37 4913 37 5015 36 5116 36 5217 36 5319 35 5420 35 5522 34 5623 34 5724 34 5825 34 5927 33 6028 33 6129 33 6230 33 6331 33 6432 33 6533 33 6634 33 6735 33 6836 33 6937 33 7038 33 7139 33 7240 33 7341 33 7442 33 7543 33 7644 33 7745 33 7846 33 7947 33 8048 33 8149 33 8250 33 8351 33 8452 33 8553 33 8654 33 8755 33 8855 34 8956 34 9057 34 9158 34 9259 34 9359 35 9460 35 9560 36 9661 36 9762 36 9863 36 9964 36 10065 36 10167 35
d9140cdbc2,35 3 131 9 232 10 332 16 374 2 381 5 433 23 459 30 534 61 599 3 635 70 734 74 834 76 933 78 1033 79 1133 80 1234 80 1333 82 1432 84 1523 94 1619 6866 8486 100 8587 2 8593 97 8695 97 8796 99 8898 99 9000 99 9102 98 9203 99 9305 98 9407 97 9509 96 9612 93 9714 91 9817 89 9923 84 10025 83 10137 65
d914ed0736,
d91a887ed2,61 41 161 42 262 42 362 43 463 43 564 43 666 42 767 42 869 41 969 42 1070 42 1171 42 1271 43 1371 44 1471 45 1571 46 1670 48 1770 49 1869 51 1968 53 2067 55 2166 57 2265 59 2365 60 2464 62 2563 64 2662 66 2759 70 2852 78 2951 80 3051 81 3150 83 3249 85 3348 87 3446 90 3544 93 3643 95 3740 6462
d91cf89370,3129 2 3228 5 3328 6 3428 7 3527 9 3627 10 3727 11 3827 12 3927 13 4027 14 4127 15 4228 15 4328 16 4429 16 4530 16 4630 17 4731 17 4832 17 4933 17 5034 17 5135 17 5237 16 5338 16 5439 16 5541 15 5642 15 5744 14 5845 14 5946 14 6047 14 6148 14 6249 14 6349 15 6449 16 6548 18 6648 19 6748 20 6847 22 6947 23 7047 24 7147 25 7247 26 7347 27 7447 28 7547 29 7647 30 7747 31 7848 31 7948 32 8049 32 8149 33 8250 33 8351 33 8451 34 8552 34 8653 34 8754 34 8855 34 8956 34 9058 33 9159 33 9260 33 9361 33 9462 33 9563 33 9664 33 9765 33 9867 32 9968 32 10069 32 10171 31
d91fb67e81,1 6161 6163 100 6265 99 6367 98 6470 96 6572 95 6674 94 6776 93 6878 92 6980 91 7082 90 7184 89 7286 88 7388 87 7490 86 7592 85 7694 84 7795 84 7897 83 7999 82 8101 81 8203 80 8305 79 8407 78 8509 77 8610 77 8711 77 8813 76 8914 76 9016 75 9118 74 9219 74 9321 73 9423 72 9525 71 9627 70 9728 70 9830 69 9932 68 10033 68 10135 67
d923825e05,6 96 107 96 208 96 309 96 410 96 511 96 612 96 713 96 815 95 916 95 1017 95 1119 94 1220 94 1322 93 1423 93 1524 93 1626 92 1727 92 1829 91 1930 91 2032 90 2133 90 2234 90 2335 90 2436 90 2537 90 2639 89 2740 89 2841 89 2942 89 3044 88 3145 88 3247 87 3349 86 3450 86 3552 85 3653 85 3755 84 3856 84 3957 84 4058 84 4159 84 4260 84 4361 84 4462 84 4563 84 4664 84 4765 84 4867 83 4968 83 5069 83 5170 83 5271 83 5372 83 5473 83 5575 82 5676 82 5777 82 5879 81 5980 81 6081 81 6183 80 6284 80 6386 79 6488 78 6589 78 6691 77 6792 77 6894 76 6995 76 7097 75 7198 75 7300 74 7401 74 7503 73 7604 73 7705 73 7807 72 7909 71 8011 70 8113 69 8215 68 8316 68 8418 67 8519 67 8621 66 8722 66 8824 65 8926 64 9027 64 9128 64 9229 64 9331 63 9432 63 9533 63 9634 63 9735 63 9836 63 9938 62 10039 62 10141 61
d926e006d0,1 4242 4244 100 4349 96 4455 91 4562 85 4667 81 4772 36 4811 38 4877 28 4916 34 4981 22 5019 32 5085 17 5121 31 5192 6 5222 31 5325 29 5427 28 5531 25 5636 21 5743 15 5847 12 5953 7
d927c15fb4,8779 5 8876 12 8975 15 9074 17 9172 20 9271 22 9370 24 9469 26 9570 26 9670 27 9771 27 9872 27 9972 28 10073 28 10174 28
d928dc5068,1920 5 2021 6 2122 8 2223 10 2324 12 2425 14 2526 21 2627 24 2728 29 2829 34 2930 39 3031 41 3132 42 3233 43 3334 45 3435 46 3536 47 3637 48 3738 49 3839 50 3940 51 4041 53 4142 54 4243 55 4344 57 4445 58 4546 62 4647 64 4748 67 4849 71 4950 75 5051 78 5152 83 5253 90 5354 96 5455 4747
d9299579aa,
d92a3528f6,
d92da71c3e,1 4545 4552 95 4657 91 4764 85 4869 81 4975 76 5079 73 5183 70 5286 68 5388 67 5490 66 5592 65 5693 65 5795 64 5897 63 5999 62 6100 62 6202 61 6304 60 6406 59 6508 58 6610 57 6711 57 6813 56 6917 53 7018 53 7119 53 7221 52 7322 52 7423 52 7524 52 7625 52 7725 53 7825 54 7925 55 8025 56 8126 56 8226 57 8326 58 8426 59 8526 60 8626 61 8726 62 8826 63 8927 63 9027 64 9127 65 9228 65 9329 65 9429 66 9530 66 9630 67 9731 67 9832 67 9933 67 10035 66 10137 65
d93241186b,
d934a53d9b,
d9377ce4f8,
d93cea85bb,4245 3 4344 23 4445 32 4546 38 4647 42 4748 46 4849 49 4950 53 5051 56 5152 60 5253 65 5319 9 5354 85 5455 88 5549 5 5556 4646
d93f654b79,
d941b83446,95 7 196 7 296 8 397 8 497 9 597 10 697 11 797 12 896 14 995 16 1095 17 1196 17 1296 18 1396 19 1496 20 1597 20 1698 20 1798 21 1899 21 2000 21 2101 21 2202 21 2303 21 2404 21 2505 21 2607 20 2708 20 2810 19 2912 18 3013 18 3115 17 3216 17 3318 16 3419 16 3521 15 3622 15 3723 15 3825 14 3926 14 4027 14 4128 14 4229 14 4330 14 4431 14 4532 14 4633 14 4734 14 4835 14 4936 14 5037 14 5138 14 5239 14 5340 14 5441 14 5542 14 5643 14 5744 14 5845 14 5946 14 6047 14 6147 15 6248 15 6349 15 6450 15 6552 14 6653 14 6754 14 6855 14 6956 14 7057 14 7158 14 7260 13 7361 13 7462 13 7563 13 7664 13 7766 12 7867 12 7968 12 8069 12 8171 11 8272 11 8373 11 8475 10 8576 10 8678 9 8779 9 8881 8 8982 8 9083 8 9184 8 9286 7 9387 7 9488 7 9589 7 9690 7 9790 8 9891 8 9992 8 10093 8 10195 7
d943ef59b4,1 80 102 81 203 82 304 82 405 82 506 82 607 81 708 82 809 82 910 82 1011 82 1112 82 1213 82 1314 81 1415 81 1516 81 1617 81 1718 81 1819 81 1920 81 2021 81 2122 81 2223 81 2324 82 2425 82 2526 82 2627 83 2728 83 2829 83 2930 84 3031 84 3132 85 3233 85 3334 85 3435 85 3536 85 3637 85 3738 84 3839 84 3940 84 4041 83 4142 83 4243 83 4344 83 4445 83 4546 82 4647 82 4748 81 4849 81 4950 81 5051 80 5152 80 5253 79 5355 76 5457 73 5560 70 5663 67 5765 65 5869 60 5972 54 6075 48 6179 40 6282 25 6389 17 6497 1 6501 3
d9443b3376,
d9443d6374,
d946d589ff,1 55 102 56 203 56 304 56 405 56 506 56 607 56 708 56 809 55 910 55 1011 55 1112 55 1213 55 1314 55 1415 55 1516 55 1617 55 1718 54 1819 54 1920 54 2021 53 2122 53 2223 52 2324 52 2425 52 2526 51 2627 50 2728 50 2829 49 2930 48 3031 46 3132 45 3233 44 3334 43 3435 42 3536 42 3637 42 3738 42 3839 42 3940 41 4041 41 4142 41 4243 41 4344 40 4445 40 4546 39 4647 38 4748 38 4849 38 4950 37 5051 37 5152 36 5253 36 5354 36 5455 35 5556 35 5657 35 5758 34 5859 34 5960 34 6061 33 6162 33 6263 32 6364 32 6465 32 6566 31 6667 30 6768 30 6869 29 6970 28 7071 27 7172 26 7273 25 7374 24 7475 23 7576 21 7677 20 7778 19 7879 19 7982 16 8087 10 8191 5
d9475049de,
